p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality,work_rate,pace,physic,fifa_rating,position,age,cumulative_minutes_played,cumulative_games_played,minutes_per_game_prev_seasons,avg_days_injured_prev_seasons,avg_games_per_season_prev_seasons,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,cumulative_days_injured,season_days_injured_prev_season
benchilwell,2016,63,254,754,12,27,11.053,126,21/12/1996,"178,00","75,17",England,High/High,"77,33","67,83","72,50",Defender,20,,,,,,"23,72385642","4,0",1,,,
benchilwell,2017,59,254,1.979,24,32,11.053,126,21/12/1996,"178,00","75,17",England,High/High,"77,33","67,83","72,50",Defender,21,754,12,"62,83","63,00","12,00","23,72385642","4,0",1,0,254,63
benchilwell,2018,24,254,3.420,36,36,11.053,126,21/12/1996,"178,00","75,17",England,High/High,"77,33","67,83","72,50",Defender,22,2.733,36,"75,92","61,00","18,00","23,72385642","4,0",1,0,508,59
benchilwell,2019,31,254,2.500,27,28,11.053,126,21/12/1996,"178,00","75,17",England,High/High,"77,33","67,83","72,50",Defender,23,6.153,72,"85,46","48,67","24,00","23,72385642","4,0",1,0,762,24
benchilwell,2020,77,254,2.400,27,34,11.053,126,21/12/1996,"178,00","75,17",England,High/High,"77,33","67,83","72,50",Defender,24,8.653,99,"87,40","44,25","24,75","23,72385642","4,0",1,0,1.016,31
bendavies,2016,42,330,1.845,23,34,9.213,117,27/05/1981,"170,00","67,00",England,High/Medium,"64,00","72,00","65,00",Defender,35,,,,,,"23,18339100","3,5",1,,,
bendavies,2016,42,330,1.845,23,34,9.213,117,27/05/1981,"170,00","67,00",England,High/Medium,"64,00","72,00","65,00",Defender,35,1.845,23,"80,22","42,00","23,00","23,18339100","3,5",1,0,330,42
bendavies,2016,42,330,1.845,23,34,9.213,117,24/04/1993,"181,67","75,17",Wales,Medium/High,"75,50","73,00","78,67",Defender,23,3.690,46,"80,22","42,00","23,00","22,77586062","3,5",1,0,660,42
bendavies,2016,42,330,1.845,23,34,9.213,117,24/04/1993,"181,67","75,17",Wales,Medium/High,"75,50","73,00","78,67",Defender,23,5.535,69,"80,22","42,00","23,00","22,77586062","3,5",1,0,990,42
bendavies,2016,42,330,1.845,23,34,9.213,117,11/08/1995,"185,00","74,00",England,Medium/Medium,"70,60","70,40","68,00",Defender,21,7.380,92,"80,22","42,00","23,00","21,62162162","3,0",1,0,1.320,42
bendavies,2016,42,330,1.845,23,34,9.213,117,11/08/1995,"185,00","74,00",England,Medium/Medium,"70,60","70,40","68,00",Defender,21,9.225,115,"80,22","42,00","23,00","21,62162162","3,0",1,0,1.650,42
bendavies,2018,32,330,1.964,27,34,9.213,117,27/05/1981,"170,00","67,00",England,High/Medium,"64,00","72,00","65,00",Defender,37,11.070,138,"80,22","42,00","23,00","23,18339100","3,5",1,0,1.980,42
bendavies,2018,32,330,1.964,27,34,9.213,117,27/05/1981,"170,00","67,00",England,High/Medium,"64,00","72,00","65,00",Defender,37,13.034,165,"78,99","40,57","23,57","23,18339100","3,5",1,0,2.310,32
bendavies,2018,32,330,1.964,27,34,9.213,117,24/04/1993,"181,67","75,17",Wales,Medium/High,"75,50","73,00","78,67",Defender,25,14.998,192,"78,11","39,50","24,00","22,77586062","3,5",1,0,2.640,32
bendavies,2018,32,330,1.964,27,34,9.213,117,24/04/1993,"181,67","75,17",Wales,Medium/High,"75,50","73,00","78,67",Defender,25,16.962,219,"77,45","38,67","24,33","22,77586062","3,5",1,0,2.970,32
bendavies,2018,32,330,1.964,27,34,9.213,117,11/08/1995,"185,00","74,00",England,Medium/Medium,"70,60","70,40","68,00",Defender,23,18.926,246,"76,93","38,00","24,60","21,62162162","3,0",1,0,3.300,32
bendavies,2018,32,330,1.964,27,34,9.213,117,11/08/1995,"185,00","74,00",England,Medium/Medium,"70,60","70,40","68,00",Defender,23,20.890,273,"76,52","37,45","24,82","21,62162162","3,0",1,0,3.630,32
bendavies,2019,153,330,1.508,18,24,9.213,117,27/05/1981,"170,00","67,00",England,High/Medium,"64,00","72,00","65,00",Defender,38,22.854,300,"76,18","37,00","25,00","23,18339100","3,5",1,0,3.960,32
bendavies,2019,153,330,1.508,18,24,9.213,117,27/05/1981,"170,00","67,00",England,High/Medium,"64,00","72,00","65,00",Defender,38,24.362,318,"76,61","45,92","24,46","23,18339100","3,5",1,1,4.290,153
bendavies,2019,153,330,1.508,18,24,9.213,117,24/04/1993,"181,67","75,17",Wales,Medium/High,"75,50","73,00","78,67",Defender,26,25.870,336,"76,99","53,57","24,00","22,77586062","3,5",1,1,4.620,153
bendavies,2019,153,330,1.508,18,24,9.213,117,24/04/1993,"181,67","75,17",Wales,Medium/High,"75,50","73,00","78,67",Defender,26,27.378,354,"77,34","60,20","23,60","22,77586062","3,5",1,1,4.950,153
bendavies,2019,153,330,1.508,18,24,9.213,117,11/08/1995,"185,00","74,00",England,Medium/Medium,"70,60","70,40","68,00",Defender,24,28.886,372,"77,65","66,00","23,25","21,62162162","3,0",1,1,5.280,153
bendavies,2019,153,330,1.508,18,24,9.213,117,11/08/1995,"185,00","74,00",England,Medium/Medium,"70,60","70,40","68,00",Defender,24,30.394,390,"77,93","71,12","22,94","21,62162162","3,0",1,1,5.610,153
bendavies,2020,103,330,1.440,20,33,9.213,117,27/05/1981,"170,00","67,00",England,High/Medium,"64,00","72,00","65,00",Defender,39,31.902,408,"78,19","75,67","22,67","23,18339100","3,5",1,1,5.940,153
bendavies,2020,103,330,1.440,20,33,9.213,117,27/05/1981,"170,00","67,00",England,High/Medium,"64,00","72,00","65,00",Defender,39,33.342,428,"77,90","77,11","22,53","23,18339100","3,5",1,0,6.270,103
bendavies,2020,103,330,1.440,20,33,9.213,117,24/04/1993,"181,67","75,17",Wales,Medium/High,"75,50","73,00","78,67",Defender,27,34.782,448,"77,64","78,40","22,40","22,77586062","3,5",1,0,6.600,103
bendavies,2020,103,330,1.440,20,33,9.213,117,24/04/1993,"181,67","75,17",Wales,Medium/High,"75,50","73,00","78,67",Defender,27,36.222,468,"77,40","79,57","22,29","22,77586062","3,5",1,0,6.930,103
bendavies,2020,103,330,1.440,20,33,9.213,117,11/08/1995,"185,00","74,00",England,Medium/Medium,"70,60","70,40","68,00",Defender,25,37.662,488,"77,18","80,64","22,18","21,62162162","3,0",1,0,7.260,103
bendavies,2020,103,330,1.440,20,33,9.213,117,11/08/1995,"185,00","74,00",England,Medium/Medium,"70,60","70,40","68,00",Defender,25,39.102,508,"76,97","81,61","22,09","21,62162162","3,0",1,0,7.590,103
bengibson,2018,89,277,63,1,24,3.673,39,15/01/1993,"185,00","78,00",England,Medium/Medium,"57,17","69,17","70,67",Defender,25,,,,,,"22,79035793","3,0",1,,,
bengibson,2019,188,277,0,0,11,3.673,39,15/01/1993,"185,00","78,00",England,Medium/Medium,"57,17","69,17","70,67",Defender,26,63,1,"63,00","89,00","1,00","22,79035793","3,0",1,0,277,89
bengodfrey,2019,44,55,2.805,30,31,5.643,61,15/01/1998,"183,33","74,67",England,Medium/High,"68,33","72,50","64,17",Defender,21,,,,,,"22,21487603","3,5",1,,,
bengodfrey,2020,11,55,2.838,31,33,5.643,61,15/01/1998,"183,33","74,67",England,Medium/High,"68,33","72,50","64,17",Defender,22,2.805,30,"93,50","44,00","30,00","22,21487603","3,5",1,0,55,44
benhamer,2016,171,239,0,0,8,877,11,20/11/1987,"192,50","86,67",England,Medium/Medium,,,"66,83",Goalkeeper,29,,,,,,"23,38786754","3,0",0,,,
benhamer,2018,68,239,583,7,33,877,11,20/11/1987,"192,50","86,67",England,Medium/Medium,,,"66,83",Goalkeeper,31,0,0,,"171,00","0,00","23,38786754","3,0",0,1,239,171
benikafobe,2017,21,310,593,17,21,2.116,48,12/02/1993,"183,00","77,67",DR Congo,High/Medium,"79,67","70,83","72,50",Forward,24,,,,,,"23,19169479","3,5",2,,,
benjaminmendy,2017,247,778,391,7,8,3.902,49,17/07/1994,"185,00","83,33",France,High/Medium,"79,67","77,67","78,50",Defender,23,,,,,,"24,34867300","3,5",1,,,
benjaminmendy,2018,351,778,950,10,11,3.902,49,17/07/1994,"185,00","83,33",France,High/Medium,"79,67","77,67","78,50",Defender,24,391,7,"55,86","247,00","7,00","24,34867300","3,5",1,1,778,247
benjaminmendy,2019,58,778,1.561,19,27,3.902,49,17/07/1994,"185,00","83,33",France,High/Medium,"79,67","77,67","78,50",Defender,25,1.341,17,"78,88","299,00","8,50","24,34867300","3,5",1,1,1.556,351
benjaminmendy,2020,58,778,1.000,13,32,3.902,49,17/07/1994,"185,00","83,33",France,High/Medium,"79,67","77,67","78,50",Defender,26,2.902,36,"80,61","218,67","12,00","24,34867300","3,5",1,0,2.334,58
benjohnson,2018,7,7,63,1,1,924,18,24/01/2000,"177,50","68,50",England,High/Medium,"69,00","53,50","58,50",Defender,18,,,,,,"21,74171791","3,5",1,,,
benmee,2017,57,189,2.755,29,29,15.424,163,23/09/1989,"181,00","78,00",England,Medium/High,"65,00","78,83","76,83",Defender,28,,,,,,"23,80879705","3,5",1,,,
benmee,2020,132,189,2.839,30,30,15.424,163,23/09/1989,"181,00","78,00",England,Medium/High,"65,00","78,83","76,83",Defender,31,2.755,29,"95,00","57,00","29,00","23,80879705","3,5",1,0,189,57
benosborn,2020,24,24,1.691,24,34,2.330,36,5/08/1994,"174,83","73,67",England,High/High,"77,83","57,00","70,33",Midfielder,26,,,,,,"24,10030525","4,0",3,,,
benwatson,2016,92,92,85,4,19,561,12,9/07/1985,"179,80","75,60",England,Low/High,"51,60","68,80","71,80",Midfielder,31,,,,,,"23,38527173","3,0",3,,,
benwilmot,2018,23,23,36,2,7,36,2,4/11/1999,"188,00","80,00",England,Medium/Medium,"51,00","63,25","58,50",Defender,19,,,,,,"22,63467632","3,0",1,,,
beramkayal,2017,71,81,808,19,26,1.819,37,2/05/1988,"178,00","74,00",Israel,Medium/High,"69,80","78,00","71,80",Midfielder,29,,,,,,"23,35563691","3,5",3,,,
beramkayal,2018,10,81,1.011,18,37,1.819,37,2/05/1988,"178,00","74,00",Israel,Medium/High,"69,80","78,00","71,80",Midfielder,30,808,19,"42,53","71,00","19,00","23,35563691","3,5",3,0,81,71
berndleno,2018,35,105,2.947,32,38,9.067,97,4/03/1992,"190,00","82,67",Germany,Medium/Medium,,,"84,67",Goalkeeper,26,,,,,,"22,89935365","3,0",0,,,
berndleno,2019,67,105,2.795,30,30,9.067,97,4/03/1992,"190,00","82,67",Germany,Medium/Medium,,,"84,67",Goalkeeper,27,2.947,32,"92,09","35,00","32,00","22,89935365","3,0",0,0,105,35
billygilmour,2020,131,131,279,5,17,494,11,11/06/2001,"170,00","66,50",Scotland,Medium/Medium,"63,50","46,00","66,50",Midfielder,19,,,,,,"23,01038062","3,0",3,,,
billyjones,2016,52,83,2.391,27,28,2.391,27,24/03/1987,"180,00","77,00",England,High/Medium,"61,00","70,83","68,83",Defender,29,,,,,,"23,76543210","3,5",1,,,
boazmyhill,2016,40,40,0,0,32,95,1,9/11/1982,"191,00","92,00",Wales,Medium/Medium,,,"72,00",Goalkeeper,34,,,,,,"25,21860695","3,0",0,,,
bradsmith,2016,35,338,280,5,31,280,5,9/04/1994,"176,80","70,00",Australia,High/Medium,"79,20","65,80","65,60",Defender,22,,,,,,"22,39409512","3,5",1,,,
bradsmith,2017,136,338,0,0,8,280,5,9/04/1994,"176,80","70,00",Australia,High/Medium,"79,20","65,80","65,60",Defender,23,280,5,"56,00","35,00","5,00","22,39409512","3,5",1,0,338,35
brandonwilliams,2019,4,26,1.060,17,29,1.263,21,3/09/2000,"182,00","70,00",England,High/Medium,"81,00","69,00","75,00",Defender,19,,,,,,"21,13271344","3,5",1,,,
brandonwilliams,2020,22,26,203,4,20,1.263,21,3/09/2000,"182,00","70,00",England,High/Medium,"81,00","69,00","75,00",Defender,20,1.060,17,"62,35","4,00","17,00","21,13271344","3,5",1,0,26,4
branislavivanovic,2016,21,46,644,13,19,1.459,26,22/02/1984,"185,00","91,00",Serbia,High/Medium,"63,50","83,50","80,50",Defender,32,,,,,,"26,58875091","3,5",1,,,
branislavivanovic,2020,10,46,815,13,20,1.459,26,22/02/1984,"185,00","91,00",Serbia,High/Medium,"63,50","83,50","80,50",Defender,36,644,13,"49,54","21,00","13,00","26,58875091","3,5",1,0,46,21
brendangalloway,2016,18,601,258,3,17,258,3,17/03/1996,"186,00","74,00",England,Medium/Medium,"76,50","65,00","66,33",Defender,20,,,,,,"21,38975604","3,0",1,,,
brunomartinsindi,2017,60,92,1.311,17,22,4.628,52,8/02/1992,"185,00","77,33",Netherlands,Medium/High,"57,83","79,83","75,50",Defender,25,,,,,,"22,59556854","3,5",1,,,
bryanoviedo,2016,34,66,1.106,13,18,1.106,13,18/02/1990,"172,00","67,50",Costa Rica,High/Medium,"74,50","66,83","70,50",Defender,26,,,,,,"22,81638724","3,5",1,,,
bukayosaka,2019,12,22,1.838,26,32,4.519,59,5/09/2001,"178,00","67,50",England,High/High,"83,50","61,00","70,00",Midfielder,18,,,,,,"21,30412827","4,0",3,,,
bukayosaka,2020,10,22,2.669,32,36,4.519,59,5/09/2001,"178,00","67,50",England,High/High,"83,50","61,00","70,00",Midfielder,19,1.838,26,"70,69","12,00","26,00","21,30412827","4,0",3,0,22,12
callumpaterson,2018,73,350,2.111,27,29,2.111,27,13/10/1994,"187,00","76,00",Scotland,High/Medium,"77,67","87,33","69,17",Forward,24,,,,,,"21,73353542","3,5",2,,,
callumrobinson,2019,10,127,721,16,23,2.349,44,2/02/1995,"178,00","75,00",England,High/Medium,"82,33","58,50","68,00",Forward,24,,,,,,"23,67125363","3,5",2,,,
callumrobinson,2020,11,127,1.628,28,38,2.349,44,2/02/1995,"178,00","75,00",England,High/Medium,"82,33","58,50","68,00",Forward,25,721,16,"45,06","10,00","16,00","23,67125363","3,5",2,0,127,10
callumwilson,2016,260,443,1.402,20,22,11.374,139,27/02/1992,"180,00","66,00",England,High/Medium,"88,00","75,50","76,83",Forward,24,,,,,,"20,37037037","3,5",2,,,
callumwilson,2016,260,443,1.402,20,22,11.374,139,2/07/1997,"182,00","68,00",England,High/Medium,"68,00","55,00","53,00",Forward,19,1.402,20,"70,10","260,00","20,00","20,52892163","3,5",2,1,443,260
callumwilson,2018,72,443,2.649,30,30,11.374,139,27/02/1992,"180,00","66,00",England,High/Medium,"88,00","75,50","76,83",Forward,26,2.804,40,"70,10","260,00","20,00","20,37037037","3,5",2,1,886,260
callumwilson,2018,72,443,2.649,30,30,11.374,139,2/07/1997,"182,00","68,00",England,High/Medium,"68,00","55,00","53,00",Forward,21,5.453,70,"77,90","197,33","23,33","20,52892163","3,5",2,0,1.329,72
callumwilson,2019,12,443,3.061,35,35,11.374,139,27/02/1992,"180,00","66,00",England,High/Medium,"88,00","75,50","76,83",Forward,27,8.102,100,"81,02","166,00","25,00","20,37037037","3,5",2,0,1.772,72
callumwilson,2019,12,443,3.061,35,35,11.374,139,2/07/1997,"182,00","68,00",England,High/Medium,"68,00","55,00","53,00",Forward,22,11.163,135,"82,69","135,20","27,00","20,52892163","3,5",2,0,2.215,12
callumwilson,2020,99,443,2.195,26,27,11.374,139,27/02/1992,"180,00","66,00",England,High/Medium,"88,00","75,50","76,83",Forward,28,14.224,170,"83,67","114,67","28,33","20,37037037","3,5",2,0,2.658,12
callumwilson,2020,99,443,2.195,26,27,11.374,139,2/07/1997,"182,00","68,00",England,High/Medium,"68,00","55,00","53,00",Forward,23,16.419,196,"83,77","112,43","28,00","20,52892163","3,5",2,0,3.101,99
calumchambers,2016,63,458,2.375,25,29,7.975,92,20/01/1995,"182,83","70,67",England,Low/High,"63,83","74,67","74,00",Defender,21,,,,,,"21,13994494","3,0",1,,,
calumchambers,2017,58,458,904,12,19,7.975,92,20/01/1995,"182,83","70,67",England,Low/High,"63,83","74,67","74,00",Defender,22,2.375,25,"95,00","63,00","25,00","21,13994494","3,0",1,0,458,63
calumchambers,2018,22,458,2.736,31,33,7.975,92,20/01/1995,"182,83","70,67",England,Low/High,"63,83","74,67","74,00",Defender,23,3.279,37,"88,62","60,50","18,50","21,13994494","3,0",1,0,916,58
calumchambers,2019,315,458,1.163,14,19,7.975,92,20/01/1995,"182,83","70,67",England,Low/High,"63,83","74,67","74,00",Defender,24,6.015,68,"88,46","47,67","22,67","21,13994494","3,0",1,0,1.374,22
carljenkinson,2018,72,544,175,3,5,258,4,8/02/1992,"185,00","77,00",England,High/High,"70,67","70,50","71,67",Defender,26,,,,,,"22,49817385","4,0",1,,,
cenktosun,2018,61,558,1.145,25,36,2.732,54,7/06/1991,"183,00","78,00",Turkey,High/Medium,"73,00","74,83","77,50",Forward,27,,,,,,"23,29122996","3,5",2,,,
cenktosun,2019,275,558,496,10,21,2.732,54,7/06/1991,"183,00","78,00",Turkey,High/Medium,"73,00","74,83","77,50",Forward,28,1.145,25,"45,80","61,00","25,00","23,29122996","3,5",2,0,558,61
cenktosun,2020,222,558,65,5,11,2.732,54,7/06/1991,"183,00","78,00",Turkey,High/Medium,"73,00","74,83","77,50",Forward,29,1.641,35,"46,89","168,00","17,50","23,29122996","3,5",2,1,1.116,275
charlieaustin,2016,143,273,969,15,17,3.293,69,5/07/1989,"188,00","84,00",England,High/Medium,"61,67","73,00","76,17",Forward,27,,,,,,"23,76641014","3,5",2,,,
charlieaustin,2017,98,273,1.115,24,25,3.293,69,5/07/1989,"188,00","84,00",England,High/Medium,"61,67","73,00","76,17",Forward,28,969,15,"64,60","143,00","15,00","23,76641014","3,5",2,1,273,143
charlieaustin,2018,32,273,1.050,25,35,3.293,69,5/07/1989,"188,00","84,00",England,High/Medium,"61,67","73,00","76,17",Forward,29,2.084,39,"53,44","120,50","19,50","23,76641014","3,5",2,0,546,98
charliedaniels,2016,17,631,3.230,34,34,8.195,92,7/09/1986,"178,00","75,00",England,High/Medium,"73,20","68,20","73,20",Midfielder,30,,,,,,"23,67125363","3,5",3,,,
charliedaniels,2018,190,631,1.674,21,25,8.195,92,7/09/1986,"178,00","75,00",England,High/Medium,"73,20","68,20","73,20",Midfielder,32,3.230,34,"95,00","17,00","34,00","23,67125363","3,5",3,0,631,17
charliedaniels,2019,424,631,132,2,3,8.195,92,7/09/1986,"178,00","75,00",England,High/Medium,"73,20","68,20","73,20",Midfielder,33,4.904,55,"89,16","103,50","27,50","23,67125363","3,5",3,1,1.262,190
charlietaylor,2017,5,142,1.004,11,29,9.049,102,18/09/1993,"182,67","70,67",England,High/Medium,"73,83","73,50","73,50",Defender,24,,,,,,"21,17853908","3,5",1,,,
charlietaylor,2019,30,142,2.056,24,30,9.049,102,18/09/1993,"182,67","70,67",England,High/Medium,"73,83","73,50","73,50",Defender,26,1.004,11,"91,27","5,00","11,00","21,17853908","3,5",1,0,142,5
charlietaylor,2020,107,142,2.559,29,30,9.049,102,18/09/1993,"182,67","70,67",England,High/Medium,"73,83","73,50","73,50",Defender,27,3.060,35,"87,43","17,50","17,50","21,17853908","3,5",1,0,284,30
chrisbasham,2020,3,3,2.691,31,31,6.071,69,20/07/1988,"187,00","80,00",England,Medium/High,"65,33","76,17","71,50",Defender,32,,,,,,"22,87740570","3,5",1,,,
chrisbrunt,2016,238,241,2.613,31,31,4.634,57,14/12/1984,"185,67","84,33",Northern Ireland,Medium/Medium,"55,17","64,33","71,33",Midfielder,32,,,,,,"24,46422067","3,0",3,,,
chrismepham,2019,157,222,966,12,23,1.865,24,5/11/1997,"191,00","75,00",Wales,High/High,"63,00","70,00","68,00",Defender,22,,,,,,"20,55864697","4,0",1,,,
chrissmalling,2016,91,313,1.292,18,22,6.215,71,22/11/1989,"193,33","82,50",England,Medium/High,"71,67","81,17","80,67",Defender,27,,,,,,"22,07193817","3,5",1,,,
chrissmalling,2018,57,313,2.243,24,28,6.215,71,22/11/1989,"193,33","82,50",England,Medium/High,"71,67","81,17","80,67",Defender,29,1.292,18,"71,78","91,00","18,00","22,07193817","3,5",1,0,313,91
christianatsu,2017,103,115,1.888,28,28,4.299,75,10/01/1992,"168,50","66,50",Ghana,High/Low,"88,83","47,83","75,00",Midfielder,25,,,,,,"23,42188449","3,0",3,,,
christianatsu,2019,12,115,819,19,28,4.299,75,10/01/1992,"168,50","66,50",Ghana,High/Low,"88,83","47,83","75,00",Midfielder,27,1.888,28,"67,43","103,00","28,00","23,42188449","3,0",3,0,115,103
christianbenteke,2017,55,264,2.376,31,31,9.811,137,3/12/1990,"190,00","83,00",Belgium,Medium/Low,"68,00","78,17","78,17",Forward,27,,,,,,"22,99168975","2,5",2,,,
christianbenteke,2018,146,264,863,16,20,9.811,137,3/12/1990,"190,00","83,00",Belgium,Medium/Low,"68,00","78,17","78,17",Forward,28,2.376,31,"76,65","55,00","31,00","22,99168975","2,5",2,0,264,55
christianbenteke,2019,49,264,1.347,24,27,9.811,137,3/12/1990,"190,00","83,00",Belgium,Medium/Low,"68,00","78,17","78,17",Forward,29,3.239,47,"68,91","100,50","23,50","22,99168975","2,5",2,1,528,146
christianbenteke,2020,14,264,1.943,30,34,9.811,137,3/12/1990,"190,00","83,00",Belgium,Medium/Low,"68,00","78,17","78,17",Forward,30,4.586,71,"64,59","83,33","23,67","22,99168975","2,5",2,0,792,49
christianeriksen,2018,28,265,2.933,35,36,10.791,128,14/02/1992,"179,83","74,33",Denmark,High/Medium,"74,50","61,83","85,83",Midfielder,26,,,,,,"22,98493181","3,5",3,,,
christianeriksen,2019,5,265,1.185,20,23,10.791,128,14/02/1992,"179,83","74,33",Denmark,High/Medium,"74,50","61,83","85,83",Midfielder,27,2.933,35,"83,80","28,00","35,00","22,98493181","3,5",3,0,265,28
christianfuchs,2017,9,65,2.038,25,36,7.096,84,7/04/1986,"186,67","87,00",Austria,Medium/Medium,"58,00","72,83","74,67",Defender,31,,,,,,"24,96811224","3,0",1,,,
christianfuchs,2020,56,65,742,9,29,7.096,84,7/04/1986,"186,67","87,00",Austria,Medium/Medium,"58,00","72,83","74,67",Defender,34,2.038,25,"81,52","9,00","25,00","24,96811224","3,0",1,0,65,9
christiankabasele,2016,52,85,823,16,22,7.443,92,24/02/1991,"187,67","84,00",Belgium,Medium/High,"72,83","78,00","76,00",Defender,25,,,,,,"23,85091287","3,5",1,,,
christiankabasele,2018,22,85,1.740,21,31,7.443,92,24/02/1991,"187,67","84,00",Belgium,Medium/High,"72,83","78,00","76,00",Defender,27,823,16,"51,44","52,00","16,00","23,85091287","3,5",1,0,85,52
christiankabasele,2019,11,85,2.423,27,34,7.443,92,24/02/1991,"187,67","84,00",Belgium,Medium/High,"72,83","78,00","76,00",Defender,28,2.563,37,"69,27","37,00","18,50","23,85091287","3,5",1,0,170,22
christianpulisic,2019,172,382,1.798,25,29,3.638,52,18/09/1998,"175,20","69,00",United States,Medium/Medium,"88,60","55,00","77,20",Midfielder,21,,,,,,"22,47920185","3,0",3,,,
christianpulisic,2020,108,382,1.840,27,29,3.638,52,18/09/1998,"175,20","69,00",United States,Medium/Medium,"88,60","55,00","77,20",Midfielder,22,1.798,25,"71,92","172,00","25,00","22,47920185","3,0",3,1,382,172
christianwalton,2020,132,203,0,0,8,0,0,9/11/1995,"195,00","74,40",England,Medium/Medium,,,"67,80",Goalkeeper,25,,,,,,"19,56607495","3,0",0,,,
christopherschindler,2018,17,249,3.491,37,37,6.970,74,29/04/1990,"189,00","78,67",Germany,Medium/Medium,"64,50","73,83","73,50",Defender,28,,,,,,"22,02252643","3,0",1,,,
christophzimmermann,2019,177,210,1.511,17,18,1.511,17,12/01/1993,"194,00","88,25",Germany,Medium/High,"54,25","79,25","71,00",Defender,26,,,,,,"23,44829419","3,5",1,,,
chriswood,2017,78,172,1.689,24,25,9.813,127,7/12/1991,"190,33","93,50",New Zealand,High/Medium,"67,33","78,67","75,17",Forward,26,,,,,,"25,80963744","3,5",2,,,
chriswood,2018,7,172,2.706,38,38,9.813,127,7/12/1991,"190,33","93,50",New Zealand,High/Medium,"67,33","78,67","75,17",Forward,27,1.689,24,"70,38","78,00","24,00","25,80963744","3,5",2,0,172,78
chriswood,2019,70,172,2.553,32,32,9.813,127,7/12/1991,"190,33","93,50",New Zealand,High/Medium,"67,33","78,67","75,17",Forward,28,4.395,62,"70,89","42,50","31,00","25,80963744","3,5",2,0,344,7
